"filename", "language", "YAML", "TypeScript", "Handlebars", "JSON with Comments", "JavaScript", "JSON", "Docker", "Markdown", "TypeScript JSX", "XML", "MS SQL", "CSS", "Ignore", "comment", "blank", "total"
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/entities/session/index.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/entities/session/model/session-model.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 48
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/api/login.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/api/logout.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/api/password-recovery.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/api/signup.ts", "TypeScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/forgot-password/forgot-password-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 11, 116
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/forgot-password/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/index.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/knysh/FICT/7term/economics/lab2/task1-2/apps/web/features/auth/login/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
